	SES	GPA	SAT	Gender	Race	Random Acceptance	Partial Logistic Acceptance	Complete Logistic Acceptance
31007	987661	2.82	1599	Male	White	1	0	1
31008	692165	3.19	1193	Female	Latinx	1	0	1
31009	764641	3.61	610	Female	Asian	1	0	1
31010	650428	3.29	1316	Female	Other	0	0	1
31011	591043	3.26	983	Male	Latinx	1	0	1
31012	710550	4.39	1733	Male	Asian	0	0	1
31013	631354	4.21	1296	Female	Latinx	0	0	1
31014	572883	3.31	736	Male	Latinx	0	0	1
31015	681661	3.52	1389	Male	Latinx	0	0	1
31016	594990	3.18	814	Female	Latinx	0	0	1
31017	957315	3.98	1373	Male	Asian	0	0	1
31018	638222	2.88	1192	Female	Latinx	1	0	1
31019	388227	3.78	941	Male	Asian	0	1	0
31020	620952	4.16	1158	Female	Latinx	0	0	1
31021	872238	3.09	1373	Male	Asian	0	0	1
31022	530144	3.93	1637	Female	White	0	1	0
31023	574539	3.24	992	Female	Latinx	0	0	1
31024	920232	3.61	1660	Male	Asian	0	0	1
31025	783108	3.73	940	Female	Asian	0	0	1
31026	1037470	3.82	1425	Male	Asian	0	0	1
31027	626781	3.43	1270	Male	Asian	0	0	1
31028	589784	3.02	1571	Female	Latinx	1	0	1
31029	675796	3.34	1466	Male	Latinx	0	0	1
31030	678784	3.82	1736	Female	Latinx	0	0	1
31031	613047	4.37	1836	Female	Asian	1	0	1
31032	595690	3.55	1348	Female	Latinx	1	0	1
31033	544901	3.64	1135	Female	Latinx	1	1	0
31034	535864	3.31	1764	Male	Latinx	0	1	0
31035	738384	4.37	1633	Female	Asian	0	0	1
31036	601053	2.52	1019	Female	Asian	0	0	1
31037	899826	3.64	1335	Male	Asian	1	0	1
31038	546510	3.09	1196	Female	Latinx	1	1	0
31039	759667	3.2	1949	Female	White	1	0	1
31040	640448	3.72	1531	Female	White	0	0	1
31041	456496	3.52	1201	Male	Asian	0	1	0
31042	628498	3.46	1557	Male	Asian	0	0	1
31043	848896	4.0	1522	Male	Asian	1	0	1
31044	396756	3.24	1296	Male	Asian	1	1	0
31045	849615	3.26	1954	Female	Asian	0	0	1
31046	692336	3.29	1031	Female	Latinx	1	0	1
31047	690048	3.93	807	Female	Asian	1	0	1
31048	520580	3.81	1357	Male	Latinx	1	1	0
31049	698725	4.07	1952	Male	Asian	0	0	1
31050	616236	4.21	1565	Female	Latinx	0	0	1
31051	520486	2.92	1622	Male	Other	0	1	0
31052	569963	4.15	1914	Male	Asian	0	1	1
31053	581773	3.91	683	Female	Latinx	0	0	1
31054	898362	3.82	1269	Male	Asian	0	0	1
31055	872223	4.02	911	Female	Asian	0	0	1
31056	731891	4.0	941	Male	White	0	0	1
31057	620147	3.46	882	Male	Latinx	0	0	1
31058	895971	3.56	1849	Female	Asian	0	0	1
31059	432744	4.74	1288	Male	Asian	1	1	0
31060	756941	3.49	1703	Female	Asian	0	0	1
31061	471283	3.8	1695	Male	Latinx	1	1	0
31062	678815	3.45	1612	Female	Asian	0	0	1
31063	556262	3.6	700	Male	Asian	0	1	0
31064	656059	2.89	782	Female	Latinx	0	0	1
31065	895667	3.29	1137	Female	Asian	0	0	1
31066	590170	3.1	960	Female	Black	1	0	1
31067	701381	4.57	1696	Male	Asian	0	0	1
31068	784375	3.45	1407	Female	Black	0	0	1
31069	645043	4.07	1129	Male	White	0	0	1
31070	699680	3.7	1313	Male	Latinx	0	0	1
31071	942191	4.28	1774	Male	Asian	0	0	1
31072	532151	3.88	999	Female	Latinx	1	1	0
31073	733041	4.1	2055	Female	White	0	0	1
31074	697650	3.43	1217	Female	Latinx	1	0	1
31075	589942	4.04	2113	Male	Asian	0	1	1
31076	773770	3.75	1428	Female	Asian	0	0	1
31077	462068	2.94	691	Male	Asian	0	1	0
31078	695604	2.76	850	Male	Latinx	1	0	1
31079	768963	2.95	1316	Male	Latinx	1	0	1
31080	1039439	3.94	1919	Female	Asian	1	0	1
31081	574680	3.33	997	Male	Latinx	0	0	1
31082	760052	3.71	1059	Female	Asian	0	0	1
31083	690548	3.41	1254	Female	Asian	0	0	1
31084	589300	3.26	1731	Male	Asian	0	0	1
31085	701698	3.49	1605	Male	Latinx	1	0	1
31086	457332	2.98	1225	Male	Asian	0	1	0
31087	445563	3.74	1835	Female	Asian	1	1	0
31088	663688	3.87	1239	Female	Asian	0	0	1
31089	622215	3.62	1281	Female	Asian	1	0	1
31090	607308	2.32	1204	Male	Black	1	0	1
31091	676887	3.5	1222	Male	Latinx	1	0	1
31092	599672	3.86	890	Female	Latinx	1	0	1
31093	651470	3.55	1845	Male	White	1	0	1
31094	767317	3.9	1765	Female	Asian	0	0	1
31095	790174	3.32	1952	Male	White	0	0	1
31096	555763	3.57	918	Female	Latinx	0	1	0
31097	602023	4.03	1361	Female	Latinx	1	0	1
31098	906709	3.91	1526	Female	Asian	0	0	1
31099	368718	3.57	1819	Male	Asian	1	1	0
31100	597622	3.42	1467	Female	Latinx	0	0	1
31101	640335	4.35	1117	Female	Latinx	1	0	1
31102	935390	5.07	1837	Female	Asian	0	0	1
31103	781506	4.49	1510	Female	White	0	0	1
31104	684005	3.47	1156	Male	Asian	0	0	1
31105	526520	3.92	1033	Male	White	0	1	0
31106	678145	4.31	1343	Male	Asian	1	0	1
31107	699041	3.41	2024	Male	White	0	0	1
31108	685345	4.36	1401	Male	Black	0	0	1
31109	768865	3.87	1211	Female	Asian	0	0	1
31110	497422	3.48	1161	Male	Asian	0	1	0
31111	590587	2.92	1306	Female	Latinx	1	0	1
31112	430020	3.18	1030	Male	Asian	0	1	0
31113	975748	3.01	1451	Male	Asian	0	0	1
31114	700387	3.22	1705	Female	Asian	0	0	1
31115	458172	4.03	1231	Female	White	0	1	0
31116	614846	3.7	961	Female	Asian	0	0	1
31117	584429	3.95	1192	Female	Latinx	0	0	1
31118	779523	3.58	2002	Female	Asian	1	0	1
31119	544026	3.38	1296	Female	Latinx	0	1	0
31120	333800	3.62	2005	Male	Asian	1	1	0
31121	596518	3.54	1020	Male	Latinx	0	0	1
31122	577062	3.65	1100	Female	Asian	1	0	1
31123	850944	3.84	1094	Male	Asian	0	0	1
31124	615333	2.78	856	Male	Black	1	0	1
31125	1102439	4.0	1386	Male	White	1	0	1
31126	573708	3.0	1572	Female	Asian	0	0	1
31127	632261	3.62	1197	Male	Latinx	1	0	1
31128	633306	2.59	1472	Female	Asian	1	0	1
31129	418420	3.6	1331	Male	Asian	0	1	0
31130	743119	4.03	1828	Male	White	0	0	1
31131	810524	3.15	1407	Female	Asian	0	0	1
31132	770540	3.42	1079	Female	White	0	0	1
31133	823557	3.56	1200	Female	White	1	0	1
31134	815967	3.92	429	Female	Asian	0	0	1
31135	689673	3.88	805	Female	Latinx	0	0	1
31136	687675	3.49	1261	Female	Latinx	0	0	1
31137	640000	2.94	1391	Female	Latinx	0	0	1
31138	420559	3.72	1337	Male	Asian	1	1	0
31139	593573	3.21	1342	Female	Latinx	1	0	1
31140	917393	3.94	1832	Male	White	1	0	1
31141	740773	3.61	1455	Male	Asian	1	0	1
31142	573999	3.19	971	Male	Latinx	0	0	1
31143	561920	3.76	1415	Male	Latinx	0	1	0
31144	596151	4.31	1592	Female	Latinx	0	0	1
31145	716002	3.52	1747	Male	Asian	1	0	1
31146	1134383	4.11	1599	Female	Asian	0	0	1
31147	626515	3.65	668	Female	Asian	0	0	1
31148	772843	3.54	1171	Male	Asian	0	0	1
31149	529642	4.04	1488	Female	Asian	0	1	0
31150	606785	3.43	866	Male	Latinx	0	0	1
31151	747655	3.32	1763	Male	Asian	1	0	1
31152	592738	2.9	869	Female	Latinx	1	0	1
31153	566316	3.72	1234	Female	Black	0	1	0
31154	634807	3.84	1358	Male	Latinx	0	0	1
31155	508410	3.35	1428	Female	Asian	0	1	0
31156	599278	3.25	931	Male	Asian	1	0	1
31157	464078	4.64	1063	Female	Asian	0	1	0
31158	648018	3.42	1389	Male	Latinx	0	0	1
31159	614662	3.21	1038	Female	Black	1	0	1
31160	593130	3.68	1536	Female	Latinx	1	0	1
31161	558249	3.41	1153	Female	Latinx	0	1	0
31162	569249	3.78	1473	Female	Asian	0	1	1
31163	545539	3.31	1762	Female	Black	0	1	0
31164	743181	2.91	1360	Male	White	1	0	1
31165	866799	4.23	1475	Female	Asian	0	0	1
31166	823250	3.95	1336	Female	Asian	0	0	1
31167	577991	4.93	1213	Male	Asian	0	1	1
31168	628663	3.05	1299	Female	Asian	0	0	1
31169	681430	3.3	1244	Female	Latinx	0	0	1
31170	741923	2.95	1048	Male	Latinx	1	0	1
31171	726981	3.25	934	Male	Latinx	1	0	1
31172	797260	3.98	1694	Male	White	0	0	1
31173	744815	3.42	1642	Male	White	0	0	1
31174	776128	3.09	1018	Female	Asian	1	0	1
31175	622449	3.18	1014	Female	Latinx	0	0	1
31176	596931	2.63	1033	Female	Latinx	0	0	1
31177	688347	3.43	1424	Male	Latinx	0	0	1
31178	699300	3.38	2043	Male	White	1	0	1
31179	596615	3.17	1193	Female	Latinx	1	0	1
31180	539827	3.53	1204	Male	Asian	1	1	0
31181	425175	3.57	1029	Male	Black	0	1	0
31182	573726	4.04	810	Male	Latinx	1	0	1
31183	535886	3.23	1121	Male	Latinx	0	1	0
31184	831808	3.57	1611	Male	White	0	0	1
31185	509253	4.37	1521	Male	Latinx	1	1	0
31186	616176	2.98	1585	Male	Asian	0	0	1
31187	455767	3.47	1190	Male	Asian	0	1	0
31188	639095	2.93	1483	Male	Black	1	0	1
31189	475488	4.11	1296	Male	Asian	0	1	0
31190	632585	3.74	1349	Female	Latinx	0	0	1
31191	570002	4.11	802	Female	Latinx	1	1	1
31192	680302	3.81	825	Female	Asian	0	0	1
31193	402174	3.12	1420	Male	Asian	1	1	0
31194	559962	3.88	1084	Female	Latinx	0	1	0
31195	630434	4.31	1062	Female	Latinx	0	0	1
31196	688249	4.49	1174	Female	Asian	0	0	1
31197	614121	3.43	1272	Female	Asian	0	0	1
31198	574431	3.54	886	Female	Latinx	0	0	1
31199	469990	4.04	1536	Male	Asian	0	1	0
31200	467887	3.3	1146	Male	White	1	1	0
31201	739547	3.0	1525	Male	Asian	1	0	1
31202	602150	2.92	1443	Female	Latinx	0	0	1
31203	714421	3.1	1030	Female	White	1	0	1
31204	624737	3.49	1152	Female	Latinx	1	0	1
31205	685830	3.7	1803	Male	Asian	0	0	1
31206	621601	3.0	1661	Male	Latinx	0	0	1
31207	563721	3.76	1402	Female	Asian	0	1	0
31208	748661	3.28	1327	Male	Latinx	0	0	1
31209	534966	4.0	981	Male	Latinx	1	1	0
31210	522296	3.36	770	Female	Asian	0	1	0
31211	651569	3.59	1287	Female	Asian	0	0	1
31212	528585	3.44	1525	Male	Asian	0	1	0
31213	631262	3.05	1101	Female	Asian	1	0	1
31214	568925	3.82	1269	Male	Latinx	0	1	0
31215	612598	3.54	1316	Female	Latinx	0	0	1
31216	782876	3.72	1501	Female	Asian	0	0	1
31217	616439	4.15	835	Female	Asian	0	0	1
31218	744349	4.26	1638	Male	White	1	0	1
31219	667697	3.7	1664	Male	Asian	0	0	1
31220	589769	4.11	1926	Male	Asian	1	1	1
31221	748011	3.72	1439	Male	White	0	0	1
31222	646116	3.44	2127	Male	Asian	1	0	1
31223	662987	3.86	1181	Female	Latinx	1	0	1
31224	678651	3.67	1504	Male	Latinx	0	0	1
31225	589044	3.13	1052	Male	Latinx	0	0	1
31226	588846	3.37	993	Female	Latinx	0	0	1
31227	490789	3.57	1470	Male	Asian	1	1	0
31228	551961	4.25	1608	Female	Asian	0	1	0
31229	687065	3.85	1533	Female	White	1	0	1
31230	735831	3.44	1645	Female	Latinx	1	0	1
31231	553273	3.9	1922	Male	White	0	1	0
31232	646066	3.2	1241	Female	Latinx	0	0	1
31233	700468	2.55	1054	Male	Latinx	0	0	1
31234	552106	4.28	1033	Male	Latinx	0	1	0
31235	681773	3.67	1104	Female	Latinx	1	0	1
31236	594385	3.38	1364	Male	Latinx	0	0	1
31237	677757	4.31	1199	Female	Latinx	0	0	1
31238	556079	3.53	1217	Male	Latinx	0	1	0
31239	858741	4.14	1733	Female	Asian	1	0	1
31240	565245	3.29	1171	Female	Asian	1	0	0
31241	652220	4.14	1249	Female	Asian	0	0	1
31242	614431	4.3	1118	Female	Latinx	1	0	1
31243	611388	3.92	1282	Male	Latinx	0	0	1
31244	618208	3.62	1066	Female	Latinx	0	0	1
31245	633748	3.99	1237	Female	Asian	0	0	1
31246	623356	3.36	1190	Female	Latinx	0	0	1
31247	442279	4.0	1478	Male	White	0	1	0
31248	529232	3.38	1109	Male	Asian	1	1	0
31249	352821	3.35	963	Male	Asian	0	1	0
31250	499508	3.49	1582	Male	Asian	0	1	0
31251	622770	3.53	1423	Female	Latinx	0	0	1
31252	612029	4.0	1245	Female	Latinx	1	0	1
31253	665340	2.71	1243	Female	Latinx	0	0	1
31254	599139	3.45	898	Female	Latinx	0	0	1
31255	525385	3.68	1276	Female	White	1	1	0
31256	645741	3.01	1496	Female	Latinx	0	0	1
31257	613400	3.43	1048	Male	Latinx	0	0	1
31258	786604	3.79	1186	Female	Asian	0	0	1
31259	525388	2.98	1133	Female	Latinx	1	1	0
31260	664857	4.27	1689	Female	Asian	1	0	1
31261	543943	3.62	1359	Female	Latinx	1	1	0
31262	622218	4.28	1987	Female	White	0	0	1
31263	693780	3.27	1086	Female	Black	1	0	1
31264	666663	3.8	1478	Male	Latinx	1	0	1
31265	463933	4.31	1605	Female	Asian	1	1	0
31266	620818	3.59	1458	Female	Latinx	0	0	1
31267	655008	3.46	1666	Male	Latinx	1	0	1
31268	534568	3.32	653	Female	Latinx	1	1	0
31269	471444	2.69	1055	Male	Latinx	0	1	0
31270	752576	3.48	1216	Female	Latinx	0	0	1
31271	583169	3.87	966	Male	Latinx	0	0	1
31272	924359	4.4	1446	Male	White	0	0	1
31273	550607	3.7	804	Female	Latinx	0	1	0
31274	620405	3.17	1213	Female	Latinx	0	0	1
31275	601856	2.97	551	Female	Latinx	0	0	1
31276	662691	2.52	1004	Male	Latinx	1	0	1
31277	654216	4.23	868	Female	Latinx	0	0	1
31278	747056	4.21	2191	Male	Asian	1	0	1
31279	606362	4.12	2259	Male	Asian	0	1	1
31280	857246	3.65	1524	Female	Asian	1	0	1
31281	622975	3.68	1358	Female	Latinx	0	0	1
31282	590939	2.75	1209	Female	Latinx	1	0	1
31283	785225	3.08	1180	Female	Black	1	0	1
31284	602737	3.83	1314	Female	Asian	0	0	1
31285	628145	3.18	1304	Male	Latinx	0	0	1
31286	593765	3.67	1293	Female	Latinx	0	0	1
31287	702464	3.12	1200	Female	Latinx	1	0	1
31288	886130	4.14	1457	Female	Asian	1	0	1
31289	555411	3.82	1135	Male	White	0	1	0
31290	628586	3.95	1245	Female	Latinx	1	0	1
31291	660146	4.61	1202	Female	Latinx	0	0	1
31292	346550	4.07	1508	Female	Asian	0	1	0
31293	594268	4.02	1665	Female	Asian	0	0	1
31294	546931	2.45	1106	Female	Latinx	0	1	0
31295	796046	4.17	1460	Female	Asian	0	0	1
31296	647054	2.75	1349	Female	White	0	0	1
31297	671692	3.7	1441	Female	Latinx	1	0	1
31298	640210	2.66	1278	Male	Latinx	1	0	1
31299	736704	3.47	1451	Female	White	1	0	1
31300	642060	3.15	1429	Male	White	1	0	1
31301	547219	2.97	1450	Female	Black	0	1	0
31302	177693	2.52	1014	Male	White	1	1	0
31303	571065	3.34	1378	Female	White	1	1	1
31304	646596	3.49	1023	Female	Latinx	0	0	1
31305	627439	4.12	1356	Female	Latinx	0	0	1
31306	705295	3.4	1122	Male	Latinx	0	0	1
31307	641920	3.6	1094	Female	Latinx	1	0	1
31308	709338	3.11	1101	Female	Asian	1	0	1
31309	700606	3.35	1322	Female	Latinx	0	0	1
31310	622442	4.3	1132	Male	Latinx	0	0	1
31311	731885	3.91	1329	Male	Asian	0	0	1
31312	766712	3.65	1413	Female	Black	0	0	1
31313	902888	3.73	1020	Female	Asian	0	0	1
31314	798847	4.53	1425	Female	Asian	1	0	1
31315	704114	4.2	1391	Female	Black	1	0	1
31316	450389	3.03	1557	Male	Asian	0	1	0
31317	656520	2.7	1179	Male	Latinx	0	0	1
31318	670300	3.55	1537	Male	Black	1	0	1
31319	628978	4.06	1612	Male	Asian	0	0	1
31320	517140	2.61	1677	Male	Asian	0	1	0
31321	685848	3.0	1149	Female	Asian	0	0	1
31322	662678	4.48	1802	Male	Latinx	1	0	1
31323	780412	4.52	1711	Female	Asian	1	0	1
31324	594865	3.14	994	Male	Black	1	0	1
31325	715332	3.53	1462	Male	Asian	0	0	1
31326	618492	3.45	869	Male	Latinx	0	0	1
31327	946311	3.63	1403	Female	Asian	1	0	1
31328	591976	3.83	1477	Female	Latinx	0	0	1
31329	571493	2.48	1585	Male	Black	0	0	1
31330	648143	3.78	1137	Male	Latinx	0	0	1
31331	620318	3.45	1161	Female	Latinx	1	0	1
31332	632060	3.48	989	Female	Latinx	1	0	1
31333	768417	3.37	1187	Female	White	1	0	1
31334	654075	4.21	1697	Female	Asian	1	0	1
31335	438143	3.76	1241	Female	Asian	1	1	0
31336	636749	3.13	1359	Male	Latinx	1	0	1
31337	583732	3.9	998	Female	Asian	1	0	1
31338	1203176	2.89	1824	Male	White	0	0	1
31339	568168	3.79	1161	Male	Latinx	0	1	0
31340	688058	4.03	1258	Female	Asian	0	0	1
31341	754450	3.85	1727	Male	Asian	1	0	1
31342	609178	3.8	1224	Female	Latinx	1	0	1
31343	819665	3.92	1312	Female	Asian	1	0	1
31344	566560	3.83	1082	Female	Latinx	0	0	0
31345	676874	3.78	1896	Male	Asian	0	0	1
31346	904465	3.09	1702	Male	Asian	1	0	1
31347	661946	4.04	1507	Female	Latinx	1	0	1
31348	496432	3.16	901	Female	Asian	0	1	0
31349	777826	4.14	1674	Female	Asian	1	0	1
31350	562654	3.62	1511	Female	Asian	1	1	0
31351	705100	3.53	1004	Female	Latinx	0	0	1
31352	575576	2.64	1037	Male	Black	0	0	1
31353	564986	3.8	1425	Female	Black	0	1	0
31354	601964	4.28	1303	Male	White	0	0	1
31355	713234	3.21	1060	Female	Asian	0	0	1
31356	683047	3.44	1286	Male	Asian	0	0	1
31357	621102	3.5	1214	Male	Latinx	1	0	1
31358	702883	3.7	1541	Male	Latinx	1	0	1
31359	521526	3.01	1027	Female	Latinx	1	1	0
31360	767941	3.85	1560	Male	White	0	0	1
31361	498925	4.79	1441	Male	Asian	0	1	0
31362	421140	3.7	1147	Female	Asian	0	1	0
31363	687161	3.92	1303	Male	Latinx	1	0	1
31364	578408	3.76	1544	Male	Asian	0	1	1
31365	538011	2.83	1435	Male	White	0	1	0
31366	813285	3.01	1346	Male	White	1	0	1
31367	701190	4.64	582	Female	Asian	0	0	1
31368	460472	4.06	1817	Male	Asian	0	1	0
31369	912544	4.0	2240	Male	Asian	0	0	1
31370	700211	3.62	1576	Male	Black	0	0	1
31371	627023	2.75	1188	Male	Latinx	0	0	1
31372	872383	3.22	1348	Male	Asian	1	0	1
31373	779768	3.02	1212	Female	Asian	1	0	1
31374	578599	4.01	923	Female	Asian	1	0	1
31375	390815	3.78	1185	Female	Asian	1	1	0
31376	663311	3.86	1768	Male	Latinx	0	0	1
31377	860079	3.72	1459	Female	Asian	0	0	1
31378	596037	3.28	1171	Female	Latinx	0	0	1
31379	686280	3.68	1614	Female	Asian	1	0	1
31380	760688	3.53	1209	Female	Asian	0	0	1
31381	617391	4.45	2112	Male	Other	0	0	1
31382	691378	3.77	1118	Male	Latinx	1	0	1
31383	589429	3.78	1328	Male	Latinx	1	0	1
31384	625631	3.65	1642	Female	Black	0	0	1
31385	619636	4.02	1584	Male	Asian	0	0	1
31386	292224	3.88	1952	Male	Asian	0	1	0
31387	652911	3.24	1526	Female	White	1	0	1
31388	544647	4.11	1521	Male	Asian	0	1	0
31389	447854	3.39	1205	Female	Asian	0	1	0
31390	660047	3.17	1237	Male	White	0	0	1
31391	635680	2.44	965	Female	Latinx	0	0	1
31392	724669	3.91	1637	Female	Latinx	0	0	1
31393	711755	3.12	955	Male	Latinx	0	0	1
31394	891271	3.09	2097	Male	Asian	1	0	1
31395	782440	3.4	1209	Male	Latinx	0	0	1
31396	593520	4.05	1448	Female	Latinx	1	0	1
31397	1005969	4.13	1240	Female	Asian	0	0	1
31398	731278	4.03	1616	Male	Asian	1	0	1
31399	699714	4.38	1675	Male	Asian	0	0	1
31400	537166	3.04	1095	Male	Black	1	1	0
31401	648104	3.01	1654	Female	Latinx	0	0	1
31402	634302	3.61	464	Female	Asian	0	0	1
31403	677231	2.99	1225	Female	Black	0	0	1
31404	440016	3.75	1241	Male	Asian	0	1	0
31405	336430	2.79	1371	Male	Asian	0	1	0
31406	696857	3.21	1170	Female	Latinx	0	0	1
31407	647775	3.63	1306	Male	Black	0	0	1
31408	588243	3.41	1494	Female	White	1	0	1
31409	645123	3.48	1228	Female	Asian	0	0	1
31410	702783	3.88	1178	Male	Asian	0	0	1
31411	305024	2.93	1415	Male	Asian	0	1	0
31412	474820	3.81	1824	Female	White	1	1	0
31413	816868	4.03	1779	Male	Asian	1	0	1
31414	579032	4.32	1425	Female	Latinx	0	1	1
31415	717364	4.14	1606	Male	Asian	0	0	1
31416	678914	4.98	1217	Female	Asian	0	0	1
31417	747916	3.7	915	Female	White	0	0	1
31418	478647	3.29	1078	Female	White	0	1	0
31419	601687	3.6	1712	Male	Latinx	1	0	1
31420	584955	3.57	832	Female	Latinx	1	0	1
31421	495063	3.86	1404	Male	Latinx	1	1	0
31422	727713	4.41	1432	Male	Asian	1	0	1
31423	591418	4.06	1217	Male	Black	0	0	1
31424	594376	3.96	931	Female	Black	0	0	1
31425	447308	3.82	1351	Female	Asian	1	1	0
31426	606091	2.94	1192	Male	Asian	0	0	1
31427	393881	2.99	918	Male	Latinx	0	1	0
31428	580611	3.5	1292	Female	Latinx	1	0	1
31429	745041	4.59	1713	Female	Latinx	1	0	1
31430	585829	3.9	1012	Female	Latinx	0	0	1
31431	487905	3.66	1318	Female	Asian	0	1	0
31432	732069	3.44	974	Female	Black	1	0	1
31433	737736	2.75	1424	Male	Asian	0	0	1
31434	681932	3.33	1666	Female	White	1	0	1
31435	729548	3.81	1993	Male	Asian	0	0	1
31436	594387	3.02	1731	Female	Black	0	0	1
31437	625397	3.58	1430	Male	White	1	0	1
31438	661531	3.6	1409	Female	Asian	0	0	1
31439	399187	3.56	1252	Female	White	1	1	0
31440	433522	3.4	1630	Male	Asian	1	1	0
31441	622243	2.64	1279	Female	Latinx	1	0	1
31442	778481	4.02	1741	Female	Asian	1	0	1
31443	372277	3.67	1469	Male	Asian	0	1	0
31444	551165	3.15	618	Female	Latinx	1	1	0
31445	871191	4.07	1556	Female	Asian	0	0	1
31446	496011	2.95	1403	Male	Black	0	1	0
31447	757277	3.61	1572	Male	Latinx	1	0	1
31448	575971	3.63	1055	Female	Latinx	1	0	1
31449	825923	2.94	1081	Female	Other	1	0	1
31450	560255	3.06	991	Female	Latinx	0	0	0
31451	709694	2.99	1609	Male	White	1	0	1
31452	616879	3.38	1096	Female	Latinx	1	0	1
31453	611725	4.18	1481	Male	Black	1	0	1
31454	672056	3.33	2116	Male	Asian	1	0	1
31455	641863	3.52	1691	Female	Latinx	0	0	1
31456	588559	3.7	1498	Female	Latinx	1	0	1
31457	603818	3.87	1172	Female	Latinx	1	0	1
31458	595724	4.13	1137	Female	Latinx	0	0	1
31459	492217	3.66	1408	Female	Asian	0	1	0
31460	699521	4.22	1554	Male	Latinx	0	0	1
31461	641560	3.42	1482	Female	Latinx	0	0	1
31462	704952	2.41	481	Female	Latinx	1	0	1
31463	758819	4.3	1516	Male	White	0	0	1
31464	471061	3.63	1118	Male	Asian	1	1	0
31465	707591	3.74	1739	Male	Asian	1	0	1
31466	558201	3.38	988	Male	Asian	1	1	0
31467	634132	3.95	1178	Female	Black	0	0	1
31468	664709	3.11	1693	Male	Asian	0	0	1
31469	616252	4.17	898	Female	Latinx	0	0	1
31470	960949	3.76	1656	Female	Asian	0	0	1
31471	808435	4.2	1751	Female	Asian	0	0	1
31472	576758	3.19	1947	Female	Asian	0	1	1
31473	687653	3.99	1327	Male	Asian	0	0	1
31474	915377	2.78	1728	Male	Asian	1	0	1
31475	278533	3.08	1589	Male	Asian	1	1	0
31476	465783	2.95	1149	Male	White	1	1	0
31477	723236	2.74	1558	Male	Asian	0	0	1
31478	573498	3.82	1129	Male	White	0	0	1
31479	558836	3.65	1562	Male	Asian	0	1	0
31480	762960	3.55	1065	Female	Asian	0	0	1
31481	603261	3.67	880	Female	White	0	0	1
31482	753334	3.44	1258	Male	Asian	0	0	1
31483	580988	4.08	1101	Female	Latinx	1	0	1
31484	648939	4.8	1067	Female	White	0	0	1
31485	621005	3.92	1883	Female	Latinx	0	0	1
31486	875430	3.93	1674	Male	White	0	0	1
31487	550867	2.78	1311	Male	Latinx	1	1	0
31488	566894	3.72	1370	Female	Latinx	0	1	0
31489	572368	3.89	1361	Female	Latinx	1	1	1
31490	868957	3.64	1591	Female	White	0	0	1
31491	636623	3.59	1152	Female	Latinx	0	0	1
31492	796399	3.75	1162	Female	White	1	0	1
31493	661099	3.7	1206	Female	Latinx	1	0	1
31494	550474	3.47	853	Female	Latinx	1	1	0
31495	569660	3.78	871	Female	Latinx	1	0	1
31496	689524	4.41	1630	Female	Asian	0	0	1
31497	551665	3.44	868	Male	Latinx	1	1	0
31498	619776	4.36	1142	Female	Latinx	0	0	1
31499	730141	4.07	1816	Male	Asian	0	0	1
31500	809975	3.39	2021	Male	White	0	0	1
31501	610562	3.68	1721	Male	Asian	0	0	1
31502	831789	4.02	1580	Male	White	0	0	1
31503	673819	3.13	1433	Male	Latinx	1	0	1
31504	733290	3.68	1016	Female	Asian	0	0	1
31505	697612	3.93	1676	Male	Black	1	0	1
31506	712631	3.6	1221	Male	Asian	0	0	1
31507	487375	4.0	1004	Male	Latinx	1	1	0
31508	805496	3.28	2021	Male	Asian	0	0	1
31509	641608	3.03	1375	Male	Black	0	0	1
31510	266917	3.62	1306	Male	Asian	0	1	0
31511	505516	4.11	1540	Male	Asian	0	1	0
31512	616664	4.03	1488	Female	Latinx	0	0	1
31513	585533	3.28	1375	Female	Latinx	1	0	1
31514	720097	3.02	1289	Female	Latinx	0	0	1
31515	632212	4.02	1019	Female	Latinx	0	0	1
31516	586850	4.11	1489	Female	Asian	0	0	1
31517	619902	3.4	2217	Male	Asian	1	0	1
31518	502626	3.05	863	Male	Latinx	1	1	0
31519	554295	3.37	1165	Female	Latinx	0	1	0
31520	615667	3.73	1475	Female	Latinx	1	0	1
31521	639064	3.38	829	Male	Latinx	0	0	1
31522	631867	3.91	1589	Female	Asian	0	0	1
31523	655346	4.13	2059	Male	Latinx	0	0	1
31524	644009	3.72	1098	Female	Latinx	1	0	1
31525	624541	2.78	1241	Male	Asian	1	0	1
31526	298528	4.15	1832	Male	Asian	0	1	0
31527	572427	3.62	1061	Female	Asian	1	1	1
31528	681586	4.79	1649	Female	Asian	0	0	1
31529	716107	4.06	1390	Male	Latinx	1	0	1
31530	783583	3.85	1597	Female	Asian	0	0	1
31531	641336	4.29	1460	Male	Latinx	0	0	1
31532	725675	3.4	1437	Female	Asian	0	0	1
31533	690405	3.65	1429	Male	Asian	0	0	1
31534	558895	4.11	915	Female	White	0	1	0
31535	833960	4.26	1650	Male	Asian	1	0	1
31536	698810	3.24	1189	Female	Asian	0	0	1
31537	755327	3.33	1392	Male	White	1	0	1
31538	747811	3.45	1520	Female	Asian	1	0	1
31539	630073	3.54	1402	Male	Black	0	0	1
31540	759437	4.46	2110	Male	Asian	0	0	1
31541	634645	3.03	1205	Male	Black	1	0	1
31542	840290	3.55	1629	Male	White	0	0	1
31543	849761	3.37	1531	Female	Asian	0	0	1
31544	621901	3.14	1325	Female	White	0	0	1
